<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
10/12/18,112860,112900,112840,112850
10/12/18,112860,112870,112840,112840
10/12/18,112840,112850,112820,112830
10/12/18,112840,112850,112820,112830
10/12/18,112820,112820,112750,112760
10/12/18,112760,112800,112750,112760
10/12/18,112750,112770,112730,112750
10/12/18,112740,112780,112730,112770
10/12/18,112760,112780,112750,112750
10/12/18,112750,112760,112740,112750
10/12/18,112750,112750,112710,112750
10/12/18,112730,112770,112710,112770
10/12/18,112770,112800,112760,112800
10/12/18,112800,112840,112800,112840
10/12/18,112840,112860,112810,112820
10/12/18,112830,112840,112810,112820
10/12/18,112830,112930,112830,112870
10/12/18,112860,112930,112850,112920
10/12/18,112900,112920,112860,112860
10/12/18,112850,112880,112840,112860
10/12/18,112870,112900,112820,112820
10/12/18,112830,112850,112820,112840
10/12/18,112850,112860,112810,112810
10/12/18,112810,112830,112800,112830
10/12/18,112820,112820,112780,112780
10/12/18,112800,112800,112750,112750
10/12/18,112760,112790,112750,112760
10/12/18,112760,112810,112760,112810
10/12/18,112800,112840,112800,112830
10/12/18,112830,112850,112820,112850
10/12/18,112840,112860,112810,112810
10/12/18,112820,112850,112810,112840
10/12/18,112830,112900,112830,112890
10/12/18,112880,112940,112880,112910
10/12/18,112910,112930,112890,112890
10/12/18,112900,112910,112890,112910
10/12/18,112900,112920,112880,112920
10/12/18,112920,112920,112830,112850
10/12/18,112850,112880,112840,112840
10/12/18,112850,112850,112820,112820
10/12/18,112840,112840,112810,112820
10/12/18,112840,112880,112830,112840
10/12/18,112830,112840,112750,112770
10/12/18,112760,112790,112750,112780
10/12/18,112790,112790,112710,112730
10/12/18,112720,112720,112630,112650
10/12/18,112640,112660,112580,112610
10/12/18,112610,112680,112600,112680
10/12/18,112690,112740,112650,112690
10/12/18,112690,112710,112660,112690
10/12/18,112700,112740,112700,112700
10/12/18,112710,112730,112650,112650
10/12/18,112650,112680,112620,112660
10/12/18,112660,112680,112650,112660
10/12/18,112650,112680,112620,112650
10/12/18,112640,112640,112580,112600
10/12/18,112610,112700,112600,112690
10/12/18,112670,112670,112580,112600
10/12/18,112600,112640,112550,112630
10/12/18,112640,112660,112580,112590
10/12/18,112610,112660,112610,112650
10/12/18,112660,112690,112610,112610
10/12/18,112630,112630,112500,112510
10/12/18,112510,112610,112510,112590
10/12/18,112600,112610,112510,112530
10/12/18,112540,112550,112500,112500
10/12/18,112500,112600,112470,112600
10/12/18,112600,112620,112580,112580
10/12/18,112580,112620,112560,112560
10/12/18,112550,112570,112500,112560
10/12/18,112560,112560,112510,112550
10/12/18,112560,112640,112550,112630
10/12/18,112620,112630,112540,112570
10/12/18,112580,112670,112550,112660
10/12/18,112660,112680,112580,112590
10/12/18,112600,112650,112580,112640
10/12/18,112640,112660,112620,112650
10/12/18,112650,112660,112620,112640
10/12/18,112640,112650,112630,112630
10/12/18,112640,112700,112620,112700
10/12/18,112690,112690,112620,112640
10/12/18,112650,112690,112620,112690
10/12/18,112700,112740,112690,112720
10/12/18,112720,112760,112720,112730
10/12/18,112750,112770,112710,112740
10/12/18,112710,112720,112690,112710
10/12/18,112710,112720,112680,112680
10/12/18,112700,112700,112680,112700
10/12/18,112700,112700,112660,112690
10/12/18,112700,112700,112630,112630
10/12/18,112640,112660,112610,112650
10/12/18,112640,112640,112610,112630
10/12/18,112630,112720,112620,112700
10/12/18,112700,112700,112670,112670
10/12/18,112690,112690,112630,112630
10/12/18,112640,112660,112630,112640
10/12/18,112630,112720,112630,112710
10/12/18,112700,112710,112620,112660
10/12/18,112630,112660,112580,112640
10/12/18,112650,112660,112580,112620
10/12/18,112620,112640,112590,112640
10/12/18,112650,112660,112630,112650
10/12/18,112640,112680,112620,112650
10/12/18,112650,112660,112640,112640
10/12/18,112650,112680,112650,112650
10/12/18,112650,112680,112600,112600
10/12/18,112600,112630,112600,112610
10/12/18,112600,112610,112580,112600
10/12/18,112590,112610,112580,112600
10/12/18,112580,112620,112550,112620
10/12/18,112610,112610,112550,112570
10/12/18,112570,112590,112570,112570
10/12/18,112570,112580,112550,112570
10/12/18,112560,112580,112540,112550
10/12/18,112560,112570,112540,112560
10/12/18,112550,112590,112510,112570
10/12/18,112580,112590,112510,112550
10/12/18,112550,112560,112530,112550
10/12/18,112560,112570,112530,112540
10/12/18,112550,112560,112480,112500
10/12/18,112520,112540,112500,112530
10/12/18,112550,112570,112540,112560
10/12/18,112570,112580,112550,112570
10/12/18,112570,112580,112540,112540
10/12/18,112540,112550,112480,112500
10/12/18,112510,112550,112510,112530
10/12/18,112550,112560,112540,112550
10/12/18,112550,112580,112540,112580
10/12/18,112570,112580,112530,112540
10/12/18,112540,112560,112530,112540
10/12/18,112540,112570,112540,112570
10/12/18,112580,112620,112570,112620
10/12/18,112620,112650,112590,112650
10/12/18,112640,112740,112630,112730
10/12/18,112720,112760,112710,112760
10/12/18,112750,112790,112740,112760
10/12/18,112770,112820,112750,112810
10/12/18,112800,112840,112780,112820
10/12/18,112830,112880,112810,112850
10/12/18,112870,112910,112840,112860
10/12/18,112880,112930,112870,112910
10/12/18,112910,112930,112900,112920
10/12/18,112920,112930,112910,112930
10/12/18,112910,113060,112910,113030
10/12/18,113010,113010,112980,112980
10/12/18,112990,113020,112980,112990
10/12/18,113000,113030,112990,113000
10/12/18,113000,113070,113000,113030
10/12/18,113030,113050,113000,113050
10/12/18,113050,113090,113000,113000
10/12/18,113000,113060,112910,113040
